1666362609724667904,0.09168,-0.50853,0.71332,-0.29250,0.95461,-0.01336,-0.05463,0.05598,-0.25700,0.35140,
1666362609926289408,0.08706,-0.63027,0.74447,-0.33728,0.94010,-0.01343,-0.04761,0.04594,-0.31874,0.36225,
1666362610112009216,0.05608,-0.75017,0.88045,-0.34316,0.93901,-0.00397,-0.02208,0.03190,-0.34011,0.39235,
1666362610312130560,0.04696,-0.80200,0.91944,-0.35255,0.93566,-0.00219,-0.01570,0.02673,-0.32384,0.37944,
1666362610495750144,0.05064,-0.87079,0.97039,-0.35737,0.93386,-0.00085,-0.01408,0.03356,-0.34335,0.37310,
1666362610687170560,0.05144,-0.94126,1.03216,-0.36217,0.93202,-0.00027,-0.01266,0.02669,-0.34770,0.36785,
1666362610869289984,0.05487,-0.99874,1.09836,-0.36185,0.93214,-0.00057,-0.01324,0.02543,-0.34221,0.37287,
1666362611055609856,0.05836,-1.05676,1.17141,-0.36037,0.93269,-0.00159,-0.01502,0.02035,-0.33335,0.37330,
1666362611242529792,0.06226,-1.10406,1.20313,-0.36612,0.93043,-0.00194,-0.01619,0.01143,-0.01449,0.01172,
1666362611426149376,0.07311,-1.12101,1.20163,-0.37397,0.92675,-0.00130,-0.03581,0.01931,0.00702,-0.00548,
1666362611610369024,0.08430,-1.11520,1.20121,-0.37233,0.92707,-0.00178,-0.04369,0.05160,0.00361,-0.00036,
1666362611795488768,0.09980,-1.10920,1.19824,-0.37166,0.92739,-0.00221,-0.04254,0.10318,0.01110,-0.00021,
1666362611987509248,0.12707,-1.10304,1.19492,-0.37000,0.92821,-0.00236,-0.03901,0.15360,0.01791,-0.00374,
1666362612175929344,0.16172,-1.09664,1.19156,-0.36831,0.92904,-0.00261,-0.03515,0.19591,0.01544,-0.00322,
1666362612358948864,0.20854,-1.09296,1.18657,-0.36756,0.92947,-0.00219,-0.03138,0.23544,0.01391,-0.00929,
1666362612547068928,0.26512,-1.11854,1.21846,-0.36937,0.92799,-0.00911,-0.04821,0.25447,-0.02313,0.03111,
1666362612738189312,0.30898,-1.08901,1.19206,-0.36568,0.93013,-0.00498,-0.03331,0.28158,0.00476,-0.00033,
1666362612935610368,0.36500,-1.08242,1.18721,-0.35785,0.93324,-0.00468,-0.03149,0.29492,-0.00633,0.00414,
1666362613122830336,0.42092,-1.07567,1.17943,-0.35946,0.93284,-0.00278,-0.02436,0.31605,0.00631,-0.00704,
1666362613312450560,0.47798,-1.06525,1.17423,-0.35570,0.93435,-0.00242,-0.02131,0.32600,0.01426,-0.01581,
1666362613511371776,0.54406,-1.06334,1.17059,-0.35511,0.93457,-0.00276,-0.02160,0.33300,0.01420,-0.01774,
1666362613711193088,0.60930,-1.05823,1.16833,-0.35274,0.93548,-0.00292,-0.02103,0.34154,0.01278,-0.01706,
1666362613908614144,0.67515,-1.05564,1.16460,-0.35261,0.93552,-0.00342,-0.02127,0.34888,0.01206,-0.01889,
1666362614107235328,0.74253,-1.05489,1.15940,-0.35151,0.93596,-0.00329,-0.02046,0.35137,0.00850,-0.01915,
1666362614302256128,0.80833,-1.05145,1.15290,-0.35165,0.93590,-0.00346,-0.02040,0.34745,0.01404,-0.02278,
1666362614496076800,0.87303,-1.05045,1.14753,-0.35076,0.93625,-0.00335,-0.01993,0.34816,0.01008,-0.02264,
1666362614694697984,0.94113,-1.04952,1.14307,-0.35055,0.93633,-0.00335,-0.01958,0.35244,0.01188,-0.01954,
