1666362612547068928,0.25751,-1.08995,1.19252,-0.36565,0.93010,-0.00464,-0.03439,
1666362612935610368,0.36309,-1.07677,1.18080,-0.35954,0.93279,-0.00262,-0.02504,
1666362613312450560,0.47874,-1.06613,1.17401,-0.35504,0.93459,-0.00262,-0.02191,
1666362613711193088,0.60732,-1.05793,1.16842,-0.35265,0.93550,-0.00333,-0.02140,
1666362614107235328,0.74105,-1.05420,1.15717,-0.35160,0.93592,-0.00342,-0.02045,
1666362614496076800,0.87180,-1.05139,1.14716,-0.35055,0.93633,-0.00330,-0.01964,
1666362614891218944,1.00083,-1.05018,1.14173,-0.34904,0.93691,-0.00321,-0.01923,
1666362615281860608,1.12560,-1.04817,1.14007,-0.34713,0.93763,-0.00266,-0.01851,
1666362615889425408,1.33375,-1.04047,1.12549,-0.34876,0.93702,-0.00299,-0.01878,
1666362616478688256,1.52460,-1.04839,1.11693,-0.34803,0.93729,-0.00268,-0.01907,
1666362616861829120,1.65518,-1.04543,1.10368,-0.34861,0.93707,-0.00250,-0.01901,
1666362617800029184,1.96938,-1.06795,1.10575,-0.34831,0.93718,-0.00219,-0.01937,
1666362618382991360,2.15816,-1.07499,1.11602,-0.34841,0.93716,-0.00192,-0.01831,
1666362619133371392,2.39348,-1.07240,1.11470,-0.34776,0.93742,-0.00188,-0.01728,
1666362619917054976,2.64330,-1.06834,1.11805,-0.34692,0.93775,-0.00183,-0.01613,
1666362620301996032,2.75347,-1.05859,1.11215,-0.34676,0.93783,-0.00201,-0.01528,
1666362621439417344,3.01946,-1.05122,1.10094,-0.34572,0.93824,-0.00270,-0.01325,
1666362622604141568,3.14492,-1.05145,1.08813,-0.34451,0.93866,-0.00237,-0.01514,
1666362624498843648,3.18054,-1.06100,1.07401,-0.36067,0.93250,-0.00172,-0.01894,
1666362625057803264,3.16093,-1.13105,1.01711,-0.35434,0.93490,-0.00163,-0.01981,
1666362625413341184,3.15501,-1.20284,0.96967,-0.34805,0.93727,-0.00101,-0.01954,
1666362625986402304,3.13909,-1.35860,0.86821,-0.34217,0.93935,-0.00175,-0.02299,
1666362626183223296,3.12698,-1.40097,0.81407,-0.34150,0.93971,0.00009,-0.01792,
1666362626564563968,3.12898,-1.50736,0.72243,-0.33873,0.94067,-0.00091,-0.02015,
1666362627145125888,3.12748,-1.67547,0.58664,-0.33860,0.94073,-0.00073,-0.01960,
1666362627729588224,3.11221,-1.84891,0.42895,-0.33822,0.94083,-0.00141,-0.02094,
1666362628133731328,3.10603,-1.98024,0.30946,-0.33798,0.94096,-0.00073,-0.01934,
1666362628568177664,3.09619,-2.12422,0.17835,-0.33786,0.94098,-0.00073,-0.02029,
1666362629139138560,3.08772,-2.30263,0.02493,-0.33610,0.94168,0.00105,-0.01662,
1666362629698698240,3.07722,-2.48053,-0.11186,-0.33546,0.94196,0.00320,-0.01321,
1666362630280160256,3.02347,-2.70080,-0.23586,-0.33411,0.94183,-0.00400,-0.03619,
1666362630862522368,3.02227,-2.89328,-0.37421,-0.33298,0.94220,-0.00361,-0.03708,
1666362631453585408,3.13399,-3.06376,-0.51794,-0.33691,0.94136,0.01448,0.01140,
1666362632039847936,3.13694,-3.22990,-0.63554,-0.33231,0.94302,0.01397,0.00963,
1666362632611408896,3.15067,-3.37903,-0.75732,-0.32953,0.94397,0.01456,0.01068,
1666362633179069440,3.15902,-3.50390,-0.84945,-0.32642,0.94501,0.01555,0.01283,
1666362633901846528,3.16886,-3.60618,-0.91312,-0.32178,0.94653,0.01665,0.01618,
